address,latitude,longitude,name,province
15244 N Thornton Rd,38.117688,-121.391985,Arby's,CA
216 S Sandusky St,40.291657,-83.068976,Arby's,OH
3730 N Maize Rd,37.75047,-97.46214300000001,Arby's,KS
301 White House Crossing Way Suite A,36.469685,-86.67868299999999,Arby's,TN
8375 Mapes Rd,39.098024,-76.755445,Arby's,MD
93 Hwy 205,32.738517,-96.303893,Arby's,TX
3460 S College Ave,40.539839,-105.076591,Arby's,CO
1617 E Eisenhower Blvd,40.407911,-105.052851,Arby's,CO
8720 Manchester Rd,38.612093,-90.346752,Arby's,MO
8720 Manchester Rd,38.612093,-90.346752,Arby's,MO
57622 29 Palms Hwy,34.126290000000004,-116.406246,Arby's,CA
7101 Democracy Blvd,39.022386,-77.148461,Sarku Japan,MD
1901 Junipero Serra Blvd,37.701907,-122.47053700000001,Round Table Pizza,CA
501 Harrison Ave,40.332139,-79.606104,Johnny's Wife's Place,PA
695 Eastern Ave,42.429621000000004,-71.049616,Subway,MA
74 Taunton Ave,41.823655,-71.344776,Subway,MA
24 N 3rd St,41.499703000000004,-83.719818,Subway,OH
231 Main Ave SW,41.211014,-80.815577,Subway,OH
23519 Us Highway 23 S,39.587926,-82.95405699999999,Subway,OH
816 Westfield St,42.106291,-72.64405,Subway,MA
665 Boston Rd,42.135589,-72.522918,Subway,MA
3988 Mayfield Rd,41.520694,-81.536728,Subway,OH
3526 Cleveland Ave NW,40.837406,-81.38972,Subway,OH
3515 Tiffin Ave,41.4195,-82.757931,Subway,OH
35121 Royalton Rd,41.313987,-82.003016,Subway,OH
35535 Euclid Ave,41.626435,-81.43474499999999,Subway,OH
3810 W Neptune St,27.930219,-82.506056,Moe's Southwest Grill,FL
5105 E Fowler Ave,28.054336,-82.399475,Pita's Republic,FL
50 Reynoldsburg New Albany Rd,39.983748,-82.813997,Bob Evans,OH
3409 Seajay Dr,39.722326,-84.06496800000001,Bob Evans,OH
1517 N Sandusky Ave,40.82275,-82.97390899999999,Bob Evans,OH
2217 E Colonial Dr,28.553236,-81.35300000000001,Firehouse Subs,FL
5630 Washington Avenue,42.721455999999996,-87.84885799999999,Panera Bread,WI
2095 North Calhoun Road,43.058145,-88.127794,Panera Bread,WI
3129 N Oakland Ave,43.075009,-87.887842,Jimmy John's,WI
326 N Chester Pike,39.903139,-75.28390300000001,Subway,PA
2505 Mccain Blvd,34.797515000000004,-92.237387,Waffle House,AR
116 Marshall Rd,34.868781,-92.128654,Waffle House,AR
1136 Baltimore Pike,39.913852,-75.345867,Subway,PA
600 Factory Outlet Dr,32.559991,-92.914415,Subway,LA
16470 Highway 190,30.547147,-91.97748299999999,Subway,LA
6138 Greenwood Rd,32.452003000000005,-93.860788,Subway,LA
922 Front St,30.987445,-92.056574,Subway,LA
1325 Dove Rd,40.175940999999995,-97.575822,Subway,NE
128 W State St,41.690785999999996,-97.99730100000001,Subway,NE
4301 Sidco Dr,36.084543,-86.762001,Waffle House,TN
949 Louisville Hwy,36.350898,-86.714313,Waffle House,TN
1177 Bells Ferry Rd,33.980173,-84.55933900000001,Subway,GA
2440 Shurling Dr,32.86607,-83.57982,Subway,GA
7525 Covington Hwy,33.706851,-84.11538399999999,Subway,GA
2765 Lee Rd,33.733688,-84.667932,Subway,GA
1505 Philema Rd S,31.627951,-84.1222,Subway,GA
2506 Augusta Rd,33.982437,-81.099979,Waffle House,SC
1849 42nd St,44.003145,-124.100431,Subway,OR
236 Kelley St,33.877497,-79.756713,Subway,SC
211 Radford Blvd,34.431324,-79.365659,Subway,SC
2103 W Bobo Newsom Hwy,34.36316,-80.12775500000001,Subway,SC
156 Magnolia St,34.950914000000004,-81.93400799999999,Subway,SC
1539 Bells Hwy,32.92772,-80.68687,Subway,SC
3007 Buford Hwy NE,33.835014,-84.337935,Dunkin' Donuts,GA
1270 Crabb River Rd,29.551540999999997,-95.694136,Subway,TX
1003 W Diversey Pkwy,41.932629999999996,-87.65405600000001,Subway,IL
1025 5th St,39.035936,-104.303651,Subway,CO
1985 Empire Park Dr,44.084669,-123.155932,Subway,OR
2715 Row River Rd,43.799202,-123.03867,Subway,OR
1607 Williams Hwy,42.421768,-123.332838,Subway,OR
984 S Main St,43.036288,-83.32318199999999,Taco Bell,MI
1020 28th Ave,40.422481,-104.72529300000001,Subway,CO
207 S Main St,42.488906,-83.144261,Comet Burgers,MI
2017 Camino Del Este,32.770004,-117.14292900000001,El Pollo Loco,CA
2017 Camino Del Este,32.770004,-117.14292900000001,El Pollo Loco,CA
171 E 17th St,33.63609,-117.91973899999999,Baja Fresh Mexican Grill,CA
5830 9th Ave N,27.7808,-82.713,Domino's Pizza,FL
5102 W Northern Ave,33.5531,-112.1689,Domino's Pizza,AZ
21 Maiden Ln,40.709333,-74.008955,SUBWAY®,NY
13131 Merrick Blvd,40.6795,-73.7609,Domino's Pizza,NY
13857 Queens Blvd,40.7076,-73.8172,Domino's Pizza,NY
132 W Fulton St,43.051,-74.3516,Domino's Pizza,NY
2430 Middle Country Rd,40.8581,-73.0978,Domino's Pizza,NY
108 Washington Ave,42.1021,-76.0483,Domino's Pizza,NY
1479 Fulton St,40.6801,-73.9421,Domino's Pizza,NY
3563 Sheridan Dr,42.9794,-78.8013,Domino's Pizza,NY
720 Broadway,42.474117,-71.023476,Burger King,MA
720 Broadway,42.474117,-71.023476,Burger King,MA
188 Turnpike St,42.674359,-71.12735,Burger King,MA
52 Middlesex Tpke,42.472464,-71.212248,Burger King,MA
176 Waverly St,42.278446,-71.407199,Burger King,MA
163 Madison St,42.254971000000005,-71.79943100000001,Burger King,MA
141 Dorman Centre Dr,34.934421,-81.986565,McDonald's,SC
9595 N Kings Hwy,33.776512,-78.79535899999999,McDonald's,SC
105 Fleming St,34.504943,-82.009568,McDonald's,SC
102 N Longstreet St,33.663164,-79.83335600000001,McDonald's,SC
9114 N Newport Hwy,47.739804,-117.411201,Wendy's,WA
4401 S Regal St,47.613523,-117.36849,Wendy's,WA
830 N Division St,47.665541,-117.41083799999998,Wendy's,WA
15945 Redmond Way,47.674402,-122.12785500000001,Wendy's,WA
230 Rainier Ave S,47.480874,-122.21718200000001,Wendy's,WA
13514 NE 175th St,47.754521000000004,-122.158901,Wendy's,WA
11744 Lake City Way NE,47.714403999999995,-122.29803600000001,Wendy's,WA
21 N Main St,43.609584999999996,-72.97245,Wendy's,VT
1345 Southern Hills Ctr,36.715874,-91.871686,Taco Bell,MO
2249 E Sunshine St,37.181419,-93.251637,Taco Bell,MO
629 W Sunshine St,37.182473,-93.29905600000001,Taco Bell,MO
1020 Cave Springs Blvd,38.793782,-90.571991,Taco Bell,MO
1324 Hampton Ave,38.625824,-90.28739200000001,Taco Bell,MO
1116 S Rock St,34.293802,-92.399002,Subway,AR
425 W Capitol Ave,34.744258,-92.275343,Subway,AR
1600 Highway 95,35.113366,-92.44738000000001,Subway,AR
1305 N Main St,34.903863,-91.198013,Subway,AR
550 Skyline Dr,35.112252000000005,-92.432532,Subway,AR
94 S Broadview St,35.218833000000004,-92.388328,Subway,AR
3527 Macon Rd,32.485261,-84.93605,Taco Bell,GA
3960 Buena Vista Rd,32.463103000000004,-84.92648299999999,Taco Bell,GA
225 N Main St,34.016265999999995,-85.254239,Taco Bell,GA
1 CNN Ctr NW,33.757946999999994,-84.394624,Taco Bell,GA
3485 Northside Pkwy NW,33.85,-84.429745,Taco Bell,GA
2520 E Lincolnway,41.138441,-104.786985,Wendy's,WY
307 Main St W,38.819,-81.713664,Wendy's,WV
2325 Jackson Ave,38.866232000000004,-82.126225,Wendy's,WV
Hc 30 Box 182aa,37.772613,-80.351551,Wendy's,WV
1603 7th St,39.266569,-81.534362,Wendy's,WV
3301 E Main St,34.266206,-119.24878000000001,Charley's Grilled Subs,CA
542 Clayton Rd,36.884937,-104.433231,McDonald's,NM
542 Clayton Rd,36.884937,-104.433231,McDonald's,NM
1105 Main St,32.343179,-108.711991,McDonald's,NM
11300 Preston Hwy,38.086811,-85.667689,Burger King,KY
4030 Shelbyville Rd,38.252488,-85.65091,Burger King,KY
4030 Shelbyville Rd,38.252488,-85.65091,Burger King,KY
9871 Livernois Ave,42.368992999999996,-83.138806,Burger King,MI
2975 Walton Blvd,42.679922,-83.192184,Burger King,MI
2975 Walton Blvd,42.679922,-83.192184,Burger King,MI
19901 Van Dyke St,42.441354,-83.02449,Burger King,MI
19901 Van Dyke St,42.441354,-83.02449,Burger King,MI
3200 W Davison,42.39098,-83.12744,Burger King,MI
16245 Livernois Ave,42.411232,-83.140591,Burger King,MI
12661 Mack Ave,42.383798,-82.965874,Burger King,MI
12661 Mack Ave,42.383798,-82.965874,Burger King,MI
11981 Gratiot Ave,42.412371,-82.992613,Burger King,MI
6190 W Michigan Ave,42.198633,-83.701448,Burger King,MI
45455 Michigan Ave,42.271910999999996,-83.486574,Burger King,MI
45455 Michigan Ave,42.271910999999996,-83.486574,Burger King,MI
806 S 4th St,35.0428,-97.93700000000001,Domino's Pizza,OK
8446 Park Ln,32.8711,-96.7594,Domino's Pizza,TX
8530 Fm 1765,29.378199,-95.00634000000001,Domino's Pizza,TX
109 Wp Malone Dr,34.12015,-93.09431500000001,Subway,AR
133 Arkansas Blvd,33.460583,-94.04284399999999,Subway,AR
6917 Middle Valley Rd,35.173456,-85.206053,Subway,TN
660 Carriage House Dr,35.660294,-88.851576,Subway,TN
697 S Grundy Quarles Hwy,36.340361,-85.656679,Subway,TN
1443 Concord St S,44.868249,-93.025774,Dairy Queen,MN
137 Access Way,45.230717,-94.93944300000001,Dairy Queen,MN
1354 Maryland Ave E,44.977283,-93.04341,Dairy Queen,MN
1354 Maryland Ave E,44.977283,-93.04341,Dairy Queen,MN
1403 Main St,40.334354,-80.596133,Burger King,WV
729 Beverly Pike,38.892328000000006,-79.845789,Burger King,WV
107 R H L Blvd,38.329106,-81.713882,Burger King,WV
891 N Us Highway 31,39.563856,-86.092199,Burger King,IN
790 Old Hickory Blvd,36.04102,-86.780091,Waffle House,TN
1234 Massachusetts Ave,42.423958,-71.178426,Dunkin' Donuts,MA
212 Main St,42.468486,-71.456183,Dunkin' Donuts,MA
1012 NE Park Dr,47.543375,-122.015879,Subway,WA
2608 Pine Ave,43.095125,-79.030346,Subway,NY
1201 29th St SE,44.886558,-97.068027,Subway,SD
505 Arrow Ave NE,44.901154,-97.105558,Subway,SD
1058 W Club Blvd,36.017874,-78.911675,Dairy Queen,NC
1685 S Redwood Rd,40.733592,-111.93830200000001,Arby's,UT
3430 S State St,40.696791,-111.88875900000001,Arby's,UT
3430 S State St,40.696791,-111.88875900000001,Arby's,UT
935 W North Temple,40.771159000000004,-111.91826699999999,Arby's,UT
955 E Expressway Square,40.121027000000005,-111.640101,Arby's,UT
1650 S State St,40.733719,-111.88861399999999,Arby's,UT
755 E Main,39.599920000000004,-110.79718000000001,Arby's,UT
755 E Main,39.599920000000004,-110.79718000000001,Arby's,UT
1474 S 40th E,40.21409,-111.658325,Arby's,UT
910 State St,40.313637,-111.70179399999999,Arby's,UT
3385 Washington Blvd,41.202228999999996,-111.97131999999999,Arby's,UT
3385 Washington Blvd,41.202228999999996,-111.97131999999999,Arby's,UT
4740 Harrison Blvd,41.177333000000004,-111.948732,Arby's,UT
987 N Fairfield,41.074184,-111.9506,Arby's,UT
593 N State St,40.349482,-111.72976000000001,Arby's,UT
30711 Fm 2920,30.064443,-95.905673,Arby's,TX
130 E Louetta Rd,30.066003000000002,-95.432509,Arby's,TX
6818 Military Dr W,29.404932000000002,-98.628837,Arby's,TX
14103 Nacogdoches Rd,29.569972999999997,-98.383507,Arby's,TX
1820 N Plano Rd,32.973511,-96.69923,Arby's,TX
3129 Knickerbocker Rd,31.421447999999998,-100.468308,Arby's,TX
1750 N Harlem Ave,41.912178000000004,-87.806366,Burger King,IL
299 S Randall Rd,42.025233,-88.338886,Burger King,IL
1150 N Mclean Blvd,42.060156,-88.31609399999999,Burger King,IL
1150 N Mclean Blvd,42.060156,-88.31609399999999,Burger King,IL
2204 Troy Rd,38.786379,-89.951197,Burger King,IL
1048 E Sibley Blvd,41.622688000000004,-87.590538,Burger King,IL
7301 Lemont Rd,41.753063,-88.012672,Burger King,IL
4910 W North Ave,41.909958,-87.749611,Burger King,IL
4125 N Milwaukee Ave,41.955822,-87.749771,Burger King,IL
3953 W Chicago Ave,41.895145,-87.725533,Burger King,IL
2000 W 47th St,41.808731,-87.67540699999999,Burger King,IL
2344 W Chicago Ave,41.895992,-87.686195,Burger King,IL
1323 W Irving Park Rd,41.954018,-87.663162,Burger King,IL
2313 Colorado Blvd,33.189964,-97.10396,Arby's,TX
2313 Colorado Blvd,33.189964,-97.10396,Arby's,TX
205 Liberty Bell Rd,31.120435999999998,-97.867188,Arby's,TX
4811 S Staples,27.713563,-97.37098399999999,Arby's,TX
5649 Saratoga Blvd,27.684779,-97.382354,Arby's,TX
8648 Research Blvd,30.363358,-97.718159,Arby's,TX
8648 Research Blvd,30.363358,-97.718159,Arby's,TX
2020 S Ross St,35.190678000000005,-101.817353,Arby's,TX
304 S Broadway Ste G,36.577324,-86.514499,Arby's,TN
3196 Dickerson Rd,36.234034,-86.758963,Arby's,TN
3196 Dickerson Rd,36.234034,-86.758963,Arby's,TN
2750 Elm Hill Pike,36.149331,-86.666882,Arby's,TN
905 Smithville Hwy,35.696804,-85.780411,Arby's,TN
919 Gallatin Rd,36.251257,-86.717623,Arby's,TN
816 Foothills Dr,35.751687,-83.99739,Arby's,TN
204 23rd St,34.98186,-101.919308,Subway,TX
19211 W Lake Houston Pkwy,29.99638,-95.161887,Subway,TX
1900 Oates Dr,32.835955,-96.629937,Subway,TX
1805 S W S Young Dr,31.096631,-97.720787,Subway,TX
1621 Sam Houston Ave,30.717538,-95.55143699999999,Subway,TX
1546 Stacy Rd,33.129985999999995,-96.670843,Subway,TX
150 E Interstate 20,32.388575,-100.866551,Subway,TX
7504 Atlantic Blvd,30.313201,-81.578763,Checkers,FL
930 Dunn Avenue,30.429531,-81.660675,Checkers,FL
2701 W Broward Blvd,26.121851,-80.178286,Checkers,FL
575 W International Speedway Blvd,29.208378000000003,-81.028102,Checkers,FL
9935 W Sample Rd,26.272904999999998,-80.259203,Checkers,FL
4909 Ulmerton Rd,27.894446999999996,-82.700823,Checkers,FL
1972 GulftoBay Blvd,27.960859999999997,-82.755758,Checkers,FL
755 W Boynton Beach Blvd,26.529234999999996,-80.07915899999999,Checkers,FL
1520 W Brandon Blvd,27.938309000000004,-82.30749200000001,Checkers,FL
15055 Imperial Hwy,33.917543,-118.009868,Del Taco,CA
4820 Barranca Pkwy,33.676169,-117.798005,Del Taco,CA
20921 Magnolia St,33.658896,-117.97106000000001,Del Taco,CA
17501 Beach Blvd,33.708187,-117.989773,Del Taco,CA
17292 Main St,34.419775,-117.285501,Del Taco,CA
16216 Crenshaw Blvd,33.883679,-118.32651399999999,Del Taco,CA
2408 E Chapman Ave,33.874214,-117.889401,Del Taco,CA
9436 Warner Ave,33.715920000000004,-117.96518300000001,Del Taco,CA
1270 W Valley Pkwy,33.115140999999994,-117.101221,Del Taco,CA
520 N Diamond Bar Blvd,34.029193,-117.810175,Del Taco,CA
5981 Orange Ave,33.824762,-118.02873500000001,Del Taco,CA
280 Bristol St,33.667582,-117.88268300000001,Del Taco,CA
280 Bristol St,33.667582,-117.88268300000001,Del Taco,CA
1155 Baker St,33.68013,-117.90555,Del Taco,CA
2260 Frontage Rd,33.879805,-117.61144399999999,Del Taco,CA
1520 N Shadeland Ave,39.788132,-86.045994,Rally's,IN
6735 Indianapolis Blvd,41.590733,-87.48059599999999,Rally's,IN
910 West 5th Avenue,41.602185999999996,-87.348917,Rally's,IN
320 W Jefferson Blvd,41.075823,-85.142875,Rally's,IN
4527 W Main St,38.54128,-90.023756,Rally's,IL
6344 Lawrenceville Hwy,33.866959,-84.187599,Checkers,GA
3409 Mercer University Drive,32.821013,-83.689832,Checkers,GA
1904 Oates Dr,32.836721999999995,-96.629862,Wienerschnitzel,TX
1904 Oates Dr,32.836721999999995,-96.629862,Wienerschnitzel,TX
4809 34th St,33.562991,-101.914766,Wienerschnitzel,TX
2614 W Interstate 20,32.677907,-97.04594200000001,Wienerschnitzel,TX
2222 N Mesa St,31.77405,-106.50018899999999,Wienerschnitzel,TX
246 N New Hope Rd,35.265081,-81.151273,Subway,NC
472 Hay St,35.055071999999996,-78.884736,Subway,NC
3055 Legion Rd,35.004737,-78.915026,Subway,NC
590 E Jackson Blvd,35.323504,-78.64501899999999,Subway,NC
901 Smoky Park Hwy,35.546872,-82.65541800000001,Subway,NC
1301 E Broad St,34.619904,-78.590325,Subway,NC
2526 Erwin Rd,36.008757,-78.943551,Subway,NC
2526 Erwin Rd,36.008757,-78.943551,Subway,NC
3948 Hodges Chapel Rd,35.33533,-78.554547,Subway,NC
9800 Blairwood Rd,38.225572,-85.57892700000001,Waffle House,KY
76 Austin Ln,37.14913,-84.11654899999999,Waffle House,KY
5879 Marina Rd,37.90442,-121.59071000000002,Boardwalk Grill,CA
2003 Pease St,29.746485999999997,-95.360385,Subway,TX
2085 N 120th St,41.278424,-96.09998399999999,Pepperjax Grill,NE
1709 W IL Route 120,42.337823,-88.23060500000001,Henny Penny Family Restaurant,IL
2720 Heritage Dr,43.04943,-88.37302700000001,Dairy Queen,WI
2400 Patterson St,36.151908,-86.809606,Dairy Queen,TN
2520 Loves Creek Rd,36.035003,-83.869783,Dairy Queen,TN
23845 Rogers Clark Blvd,37.938581,-77.465932,Dairy Queen,VA
2240 S Ridge Rd,44.493489000000004,-88.070358,Dairy Queen,WI
220 15th St NE,47.320698,-122.22710900000001,Dairy Queen,WA
201 E Euclid Ave,42.087924,-87.933339,Steak 'n Shake,IL
201 E Euclid Ave,42.087924,-87.933339,Steak 'n Shake,IL
2121 Willow Rd,42.105565999999996,-87.831806,Steak 'n Shake,IL
1211 N Keller Dr,39.136689000000004,-88.564198,Steak 'n Shake,IL
1330 E Pershing Rd,39.87724,-88.93937,Steak 'n Shake,IL
3201 N Vermilion St,40.175185,-87.630136,Steak 'n Shake,IL
1709 S Neil St,40.096112,-88.244962,Steak 'n Shake,IL
1305 Locke Dr,41.162795,-87.84899999999999,Steak 'n Shake,IL
1305 Locke Dr,41.162795,-87.84899999999999,Steak 'n Shake,IL
5229 Elmore Ave,41.573692,-90.528589,Steak 'n Shake,IA
2110 Pleasant Hill Rd,33.957212,-84.133398,Steak 'n Shake,GA
4835 Jimmy Lee Smith Pkwy,33.901144,-84.770777,Steak 'n Shake,GA
1250 W Walnut Ave,34.759089,-84.989237,Steak 'n Shake,GA
1250 W Walnut Ave,34.759089,-84.989237,Steak 'n Shake,GA
9827 W Flamingo Rd,36.115057,-115.30705900000001,Joe's Crab Shack,NV
107 S High St,39.95987,-83.000414,Subway,OH
1065 Reading Rd,39.339706,-84.341295,Subway,OH
1026 S Broadway,41.796265999999996,-80.947353,Subway,OH
7115 West Central Avenue,41.672819,-83.713499,Panera Bread,OH
3536 S National Ave,37.149707,-93.277749,Jimmy John's,MO
6230 Old Canton Rd,32.391009999999994,-90.11276600000001,Back Yard Burgers,MS
2036 N College Ave,36.089566,-94.154186,Back Yard Burgers,AR
664 Wesley Dr,38.870824,-90.067277,Subway,IL
1802 SE Delaware Ave,41.711791,-93.581423,Jimmy John's,IA
13586 NW Industrial Dr,38.775723,-90.44574899999999,Jimmy John's,MO
2801 E Memorial Rd,35.609551,-97.464364,Jimmy John's,OK
2855 10th Ave N,47.929238,-97.068436,Jimmy John's,ND
110 16th St,39.741451,-104.98781299999999,Jimmy John's,CO
180 S Union Blvd,39.712137,-105.132908,Jimmy John's,CO
133 S College Ave,40.586228000000006,-105.07761599999999,Jimmy John's,CO
6411 Hillcrest Ave,32.844327,-96.78702,Jimmy John's,TX
625 S 5th Ave,42.862487,-112.43906399999999,Jimmy John's,ID
1635 Robb Dr,39.528222,-119.882093,Jimmy John's,NV
17875 Redmond Way,47.667126,-122.10158700000001,Jimmy John's,WA
1453 N Dysart Rd,33.450165000000005,-112.34108799999998,Subway,AZ
1418 S Yuma Palms Pkwy,32.701890999999996,-114.60338700000001,Subway,AZ
13070 W Rancho Santa Fe Blvd,33.460696,-112.340602,Subway,AZ
969 Main Ave,37.274127,-107.88048400000001,Subway,CO
308 S Queen St,40.033293,-76.30476,Dominion Pizza,PA
3026 Chimney Rock Rd,29.733634000000002,-95.47647099999999,Papa John's Pizza,TX
142 E Putnam Ave,41.0373,-73.601,Domino's Pizza,CT
101 Jack Martin Blvd,40.074511,-74.123001,Wendy's,NJ
198 Wakefield St,43.313224,-70.97746500000001,Wendy's,NH
198 Wakefield St,43.313224,-70.97746500000001,Wendy's,NH
5405 L St,41.211902,-95.99803,Wendy's,NE
4308 Dodge St,41.25979,-95.977197,Wendy's,NE
3706 N 90th St,41.292513,-96.05365,Wendy's,NE
930 N 48th St,40.822933,-96.65309,Wendy's,NE
2615 S 48th St,40.785757000000004,-96.653839,Wendy's,NE
823 2nd Ave,40.682133,-99.084709,Wendy's,NE
1503 S Washington St,47.906205,-97.044607,Wendy's,ND
325 19th St W,46.903825,-102.790133,Wendy's,ND
325 19th St W,46.903825,-102.790133,Wendy's,ND
7591 N Cimarron Rd,36.298320000000004,-115.26941699999999,Domino's Pizza,NV
334 Goff Mountain Rd,38.419571000000005,-81.791647,Bob Evans,WV
190 Lithia Rd,36.948654,-81.055788,Bob Evans,VA
6310 Augusta Dr,38.781696000000004,-77.18056700000001,Bob Evans,VA
2819 N Central Ave,33.4796,-112.074,Domino's Pizza,AZ
1241 E Chandler Blvd,33.3064,-112.057,Domino's Pizza,AZ
1241 E Chandler Blvd,33.3064,-112.057,Domino's Pizza,AZ
930 W Broadway Rd,33.4075,-111.95299999999999,Domino's Pizza,AZ
518 W Riverside Dr,34.152588,-114.283875,Domino's Pizza,AZ
1620 S Craycroft Rd,32.20203,-110.875114,Domino's Pizza,AZ
5833 N 35th Ave,33.523,-112.134,Domino's Pizza,AZ
10411 N 35th Ave,33.5806,-112.134,Domino's Pizza,AZ
7045 N 35th Ave,33.539307,-112.133858,Domino's Pizza,AZ
4284 W Thomas Rd,33.4806,-112.15100000000001,Domino's Pizza,AZ
5030 W Mcdowell Rd,33.465973,-112.167267,Domino's Pizza,AZ
11345 W Buckeye Rd,33.435425,-112.303223,Domino's Pizza,AZ
452 W Finnie Flat Rd,34.565712,-111.86179399999999,Domino's Pizza,AZ
1949 E Beverly Ave,35.2183,-114.03,Domino's Pizza,AZ
1310 Main St,38.50464,-122.4696,Cook St. Helena,CA
1013 S Gaffey St,33.734888,-118.29236100000001,Baskin-Robbins,CA
1006 Plaza Dr,34.071479,-117.935902,Baskin-Robbins,CA
2023 Harbor Blvd,33.647969,-117.91978200000001,Golden Dragon,CA
888 Geneva Ave,37.716694,-122.441378,Batter Up,CA
10206 Atlantic Ave,40.689809000000004,-73.842712,Baskin-Robbins,NY
1593 1st Ave,40.774864,-73.951205,Baskin-Robbins,NY
415 N Highway 78,33.008282,-96.54451800000001,McDonald's,TX
427 N Alamo St,28.309859000000003,-97.274324,McDonald's,TX
9955 Highway 6,29.534345000000002,-95.51623199999999,McDonald's,TX
9303 Katy Fwy,29.783735999999998,-95.52056800000001,McDonald's,TX
9358 Culebra Rd,29.484724,-98.666905,McDonald's,TX
908 W US380,33.237759999999994,-97.60375,McDonald's,TX
900 Gessner Rd,29.781446999999996,-95.543159,McDonald's,TX
8940 W Sam Houston Pkwy N,29.90105,-95.55151500000001,McDonald's,TX
8920 Clearwood Dr,29.640633,-95.244523,McDonald's,TX
8606 Skillman St,32.895643,-96.72297900000001,McDonald's,TX
8910 N Highway 146,29.822449,-94.89911500000001,McDonald's,TX
8435 Memorial Blvd,29.942784999999997,-93.990044,McDonald's,TX
8349 Culebra Rd,29.468774,-98.648822,McDonald's,TX
209 W Loop 281,32.542142999999996,-94.749297,Long John Silver's,TX
2822 Red Bluff Rd,29.693802,-95.171786,Long John Silver's,TX
1604 E Belt Line Rd,32.94486,-96.694559,Long John Silver's,TX
1800 Skibo Rd Ste 252,35.075289,-78.96590400000001,Quizno's,NC
3702 N Brady St,41.557503000000004,-90.56858100000001,Long John Silver's,IA
131 University Plz,36.34867,-88.877026,Long John Silver's,TN
1410 Smithville Hwy,35.703018,-85.780901,Long John Silver's,TN
520 Galleria Dr,40.297204,-78.835989,Long John Silver's,PA
245 N Soto St,34.046316999999995,-118.208537,McDonald's,CA
2434 Almaden Rd,37.290003000000006,-121.880646,McDonald's,CA
2400 Geer Rd,37.514971,-120.84836000000001,McDonald's,CA
23819 Clinton Keith Rd,33.596604,-117.24305,McDonald's,CA
2331 Broadway,38.559328,-121.481879,McDonald's,CA
2320 Fair Oaks Blvd,38.574149,-121.41011100000001,McDonald's,CA
2200 N Garey Ave,34.088105,-117.749675,McDonald's,CA
220 Bailey Rd,38.021055,-121.941953,McDonald's,CA
2185 Vista Way,33.18235,-117.34024199999999,McDonald's,CA
215 Antelope Blvd,40.176826,-122.233802,McDonald's,CA
2140 E Plaza Blvd,32.67734,-117.08293300000001,McDonald's,CA
2140 E Plaza Blvd,32.67734,-117.08293300000001,McDonald's,CA
2111 Fulkerth Rd,37.507401,-120.87221100000001,McDonald's,CA
2111 Fulkerth Rd,37.507401,-120.87221100000001,McDonald's,CA
206 W Olive Ave,37.31863,-120.473743,McDonald's,CA
201 Vineyard Town Ctr,37.110972,-121.64081399999999,McDonald's,CA
1925 Shastina Dr,41.397659000000004,-122.378968,McDonald's,CA
240 W Base Line Rd,34.121688,-117.373419,Taco Bell,CA
1990 Ostrems Way,34.161944,-117.334354,Taco Bell,CA
797 W 2nd St,34.102676,-117.300882,Taco Bell,CA
17111 Foothill Blvd,34.106165000000004,-117.431013,Taco Bell,CA
11688 Carmel Mountain Rd,32.979905,-117.080032,Taco Bell,CA
632 Dennery Rd,32.582324,-117.033004,Taco Bell,CA
9825 Mission Gorge Rd,32.838273,-116.982753,Taco Bell,CA
2827 Navajo Rd,32.802064,-117.004318,Taco Bell,CA
241 E Valley Blvd,34.079066999999995,-118.11998600000001,Taco Bell,CA
1737 Sweetwater Rd,32.661896999999996,-117.081172,Taco Bell,CA
1885 E 4th St,34.078001,-117.611506,Taco Bell,CA
705 W Arrow Hwy,34.106269,-117.819625,Taco Bell,CA
2201 S Mountain Ave,34.032871,-117.66837199999999,Taco Bell,CA
5101 Groveport Rd,39.867521,-82.934674,Taco Bell,OH
5101 Groveport Rd,39.867521,-82.934674,Taco Bell,OH
320 Bluebell Dr NW,40.49694,-81.472858,Taco Bell,OH
1061 N Court St,41.154455,-81.86282800000001,Taco Bell,OH
1380 Conant St,41.578934000000004,-83.663531,Taco Bell,OH
6979 S Liberty Dr,39.375445,-84.37839699999999,Taco Bell,OH
1021 E Main St,39.034167,-82.626398,Taco Bell,OH
9925 Warner Ave,33.716313,-117.95583899999998,Taco Bell,CA
11291 Talbert Ave,33.701903,-117.93266200000001,Taco Bell,CA
699 S Coast Hwy,33.537628000000005,-117.779996,Taco Bell,CA
34117 Pacific Coast Hwy,33.466037,-117.704132,Taco Bell,CA
1840 Lapalco Blvd,29.875104999999998,-90.050413,Burger King,LA
501 S Grand Ave E,39.787088,-89.649662,McDonald's,IL
120 Brownswitch Rd,30.311390999999997,-89.769076,Burger King,LA
739 Washington St,30.843959,-90.16094,Burger King,LA
16237 E Main St,29.470805,-90.313264,Burger King,LA
1033 W Tunnel Blvd,29.592184000000003,-90.734707,Burger King,LA
4068 Tulane Ave,29.968663,-90.10584899999999,Burger King,LA
6332 Elysian Fields Ave,30.023446999999997,-90.061431,Burger King,LA
2423 S Carrollton Ave,29.956246999999998,-90.119978,Burger King,LA
6201 Lapalco Blvd,29.875182000000002,-90.114028,Burger King,LA
